block,answer,word,trial_type,trial_index,subject_id,correctness,resptime,stim_type,duration,year
NULL,NULL,NULL,text,0,nlepstei,NULL,NULL,NULL,NULL,2017
0,C,CONE,multi-stim-multi-response,1,nlepstei,1,2884,word,50,2017
0,P,SPIN,multi-stim-multi-response,2,nlepstei,1,4280,word,50,2017
0,S,KASM,multi-stim-multi-response,3,nlepstei,1,2297,nonword,50,2017
0,R,KARM,multi-stim-multi-response,4,nlepstei,1,3499,nonword,50,2017
0,O,EOMS,multi-stim-multi-response,5,nlepstei,0,3456,nonword,50,2017
0,A,EAMS,multi-stim-multi-response,6,nlepstei,0,2980,nonword,50,2017
0,C,CENO,multi-stim-multi-response,7,nlepstei,0,3461,nonword,50,2017
0,O,SOME,multi-stim-multi-response,8,nlepstei,1,3099,word,50,2017
0,L,LAKE,multi-stim-multi-response,9,nlepstei,1,2787,word,50,2017
0,R,BOAR,multi-stim-multi-response,10,nlepstei,1,2330,word,50,2017
0,S,MASK,multi-stim-multi-response,11,nlepstei,1,2716,word,50,2017
0,R,ABOR,multi-stim-multi-response,12,nlepstei,0,3112,nonword,50,2017
0,L,EAL,multi-stim-multi-response,13,nlepstei,1,2255,word,50,2017
0,G,GONE,multi-stim-multi-response,14,nlepstei,1,2422,word,50,2017
0,L,LKEA,multi-stim-multi-response,15,nlepstei,1,2057,nonword,50,2017
0,N,CTNA,multi-stim-multi-response,16,nlepstei,1,2492,nonword,50,2017
0,L,ERAL,multi-stim-multi-response,17,nlepstei,0,2034,nonword,50,2017
0,D,READ,multi-stim-multi-response,18,nlepstei,0,1836,word,50,2017
0,K,NKIS,multi-stim-multi-response,19,nlepstei,1,1974,nonword,50,2017
0,G,GENO,multi-stim-multi-response,20,nlepstei,0,2301,nonword,50,2017
0,T,BOAT,multi-stim-multi-response,21,nlepstei,0,12641,word,50,2017
0,N,CANT,multi-stim-multi-response,22,nlepstei,1,5174,word,50,2017
0,A,SAME,multi-stim-multi-response,23,nlepstei,1,3215,word,50,2017
0,T,TKEA,multi-stim-multi-response,24,nlepstei,0,5794,nonword,50,2017
0,R,CART,multi-stim-multi-response,25,nlepstei,0,3982,word,50,2017
0,P,NPIS,multi-stim-multi-response,26,nlepstei,1,2637,nonword,50,2017
0,R,MARK,multi-stim-multi-response,27,nlepstei,1,3475,word,50,2017
0,D,ERAD,multi-stim-multi-response,28,nlepstei,1,4831,nonword,50,2017
0,T,TAKE,multi-stim-multi-response,29,nlepstei,0,2900,word,50,2017
0,K,SKIN,multi-stim-multi-response,30,nlepstei,1,2113,word,50,2017
0,T,ABOT,multi-stim-multi-response,31,nlepstei,1,2425,nonword,50,2017
0,R,CTRA,multi-stim-multi-response,32,nlepstei,0,3672,nonword,50,2017
NULL,NULL,NULL,text,33,nlepstei,NULL,NULL,NULL,NULL,2017
1,R,CART,multi-stim-multi-response,34,nlepstei,1,3498,word,50,2017
1,T,BOAT,multi-stim-multi-response,35,nlepstei,1,2845,word,50,2017
1,T,TAKE,multi-stim-multi-response,36,nlepstei,0,4987,word,50,2017
1,T,ABOT,multi-stim-multi-response,37,nlepstei,0,2687,nonword,50,2017
1,L,LAKE,multi-stim-multi-response,38,nlepstei,0,2612,word,50,2017
1,R,KARM,multi-stim-multi-response,39,nlepstei,0,3764,nonword,50,2017
1,R,MARK,multi-stim-multi-response,40,nlepstei,1,2046,word,50,2017
1,R,BOAR,multi-stim-multi-response,41,nlepstei,0,10183,word,50,2017
1,P,SPIN,multi-stim-multi-response,42,nlepstei,1,3165,word,50,2017
1,N,CANT,multi-stim-multi-response,43,nlepstei,1,3005,word,50,2017
1,S,KASM,multi-stim-multi-response,44,nlepstei,1,2266,nonword,50,2017
1,A,EAMS,multi-stim-multi-response,45,nlepstei,0,2732,nonword,50,2017
1,D,READ,multi-stim-multi-response,46,nlepstei,0,2873,word,50,2017
1,L,EAL,multi-stim-multi-response,47,nlepstei,0,2433,word,50,2017
1,N,CTNA,multi-stim-multi-response,48,nlepstei,1,2010,nonword,50,2017
1,K,SKIN,multi-stim-multi-response,49,nlepstei,0,2258,word,50,2017
1,C,CONE,multi-stim-multi-response,50,nlepstei,0,2163,word,50,2017
1,R,ABOR,multi-stim-multi-response,51,nlepstei,0,2372,nonword,50,2017
1,O,SOME,multi-stim-multi-response,52,nlepstei,1,2119,word,50,2017
1,O,EOMS,multi-stim-multi-response,53,nlepstei,0,2406,nonword,50,2017
1,R,CTRA,multi-stim-multi-response,54,nlepstei,0,2975,nonword,50,2017
1,G,GONE,multi-stim-multi-response,55,nlepstei,0,2472,word,50,2017
1,S,MASK,multi-stim-multi-response,56,nlepstei,0,3297,word,50,2017
1,P,NPIS,multi-stim-multi-response,57,nlepstei,1,3687,nonword,50,2017
1,D,ERAD,multi-stim-multi-response,58,nlepstei,0,2660,nonword,50,2017
1,K,NKIS,multi-stim-multi-response,59,nlepstei,0,2866,nonword,50,2017
1,A,SAME,multi-stim-multi-response,60,nlepstei,1,2536,word,50,2017
1,C,CENO,multi-stim-multi-response,61,nlepstei,1,2354,nonword,50,2017
1,T,TKEA,multi-stim-multi-response,62,nlepstei,0,3018,nonword,50,2017
1,L,ERAL,multi-stim-multi-response,63,nlepstei,1,2334,nonword,50,2017
1,L,LKEA,multi-stim-multi-response,64,nlepstei,1,1825,nonword,50,2017
1,G,GENO,multi-stim-multi-response,65,nlepstei,0,2152,nonword,50,2017
NULL,NULL,NULL,text,66,nlepstei,NULL,NULL,NULL,NULL,2017
2,A,SAME,multi-stim-multi-response,67,nlepstei,0,1974,word,50,2017
2,P,SPIN,multi-stim-multi-response,68,nlepstei,0,2082,word,50,2017
2,T,ABOT,multi-stim-multi-response,69,nlepstei,1,2134,nonword,50,2017
2,L,LKEA,multi-stim-multi-response,70,nlepstei,0,1791,nonword,50,2017
2,P,NPIS,multi-stim-multi-response,71,nlepstei,1,2101,nonword,50,2017
2,R,MARK,multi-stim-multi-response,72,nlepstei,1,1911,word,50,2017
2,R,ABOR,multi-stim-multi-response,73,nlepstei,0,2575,nonword,50,2017
2,N,CTNA,multi-stim-multi-response,74,nlepstei,1,1880,nonword,50,2017
2,L,ERAL,multi-stim-multi-response,75,nlepstei,0,1607,nonword,50,2017
2,T,TKEA,multi-stim-multi-response,76,nlepstei,0,1996,nonword,50,2017
2,L,LAKE,multi-stim-multi-response,77,nlepstei,1,1950,word,50,2017
2,T,BOAT,multi-stim-multi-response,78,nlepstei,0,2333,word,50,2017
2,G,GENO,multi-stim-multi-response,79,nlepstei,0,2118,nonword,50,2017
2,S,KASM,multi-stim-multi-response,80,nlepstei,0,1832,nonword,50,2017
2,K,SKIN,multi-stim-multi-response,81,nlepstei,1,2389,word,50,2017
2,L,EAL,multi-stim-multi-response,82,nlepstei,1,1929,word,50,2017
2,G,GONE,multi-stim-multi-response,83,nlepstei,0,2229,word,50,2017
2,A,EAMS,multi-stim-multi-response,84,nlepstei,0,2019,nonword,50,2017
2,D,ERAD,multi-stim-multi-response,85,nlepstei,0,2150,nonword,50,2017
2,C,CENO,multi-stim-multi-response,86,nlepstei,1,1760,nonword,50,2017
2,R,KARM,multi-stim-multi-response,87,nlepstei,1,1834,nonword,50,2017
2,S,MASK,multi-stim-multi-response,88,nlepstei,1,2204,word,50,2017
2,T,TAKE,multi-stim-multi-response,89,nlepstei,1,1965,word,50,2017
2,O,EOMS,multi-stim-multi-response,90,nlepstei,1,2274,nonword,50,2017
2,O,SOME,multi-stim-multi-response,91,nlepstei,0,1815,word,50,2017
2,N,CANT,multi-stim-multi-response,92,nlepstei,0,1935,word,50,2017
2,K,NKIS,multi-stim-multi-response,93,nlepstei,1,2025,nonword,50,2017
2,D,READ,multi-stim-multi-response,94,nlepstei,0,2261,word,50,2017
2,R,CTRA,multi-stim-multi-response,95,nlepstei,1,2394,nonword,50,2017
2,R,BOAR,multi-stim-multi-response,96,nlepstei,0,2384,word,50,2017
2,R,CART,multi-stim-multi-response,97,nlepstei,0,2372,word,50,2017
2,C,CONE,multi-stim-multi-response,98,nlepstei,1,2066,word,50,2017
NULL,NULL,NULL,text,99,nlepstei,NULL,NULL,NULL,NULL,2017
3,O,EOMS,multi-stim-multi-response,100,nlepstei,1,2365,nonword,50,2017
3,K,SKIN,multi-stim-multi-response,101,nlepstei,0,3593,word,50,2017
3,R,ABOR,multi-stim-multi-response,102,nlepstei,0,2955,nonword,50,2017
3,D,ERAD,multi-stim-multi-response,103,nlepstei,0,2783,nonword,50,2017
3,O,SOME,multi-stim-multi-response,104,nlepstei,0,2342,word,50,2017
3,S,KASM,multi-stim-multi-response,105,nlepstei,0,2204,nonword,50,2017
3,R,CART,multi-stim-multi-response,106,nlepstei,0,2930,word,50,2017
3,T,ABOT,multi-stim-multi-response,107,nlepstei,1,2440,nonword,50,2017
3,K,NKIS,multi-stim-multi-response,108,nlepstei,0,3159,nonword,50,2017
3,G,GENO,multi-stim-multi-response,109,nlepstei,0,2244,nonword,50,2017
3,P,NPIS,multi-stim-multi-response,110,nlepstei,1,3319,nonword,50,2017
3,L,ERAL,multi-stim-multi-response,111,nlepstei,1,2320,nonword,50,2017
3,C,CENO,multi-stim-multi-response,112,nlepstei,1,2037,nonword,50,2017
3,C,CONE,multi-stim-multi-response,113,nlepstei,1,2130,word,50,2017
3,T,TAKE,multi-stim-multi-response,114,nlepstei,0,2057,word,50,2017
3,T,BOAT,multi-stim-multi-response,115,nlepstei,1,1910,word,50,2017
3,R,KARM,multi-stim-multi-response,116,nlepstei,0,2048,nonword,50,2017
3,D,READ,multi-stim-multi-response,117,nlepstei,0,2053,word,50,2017
3,R,CTRA,multi-stim-multi-response,118,nlepstei,0,2156,nonword,50,2017
3,R,MARK,multi-stim-multi-response,119,nlepstei,0,2517,word,50,2017
3,T,TKEA,multi-stim-multi-response,120,nlepstei,0,3082,nonword,50,2017
3,L,LKEA,multi-stim-multi-response,121,nlepstei,0,2119,nonword,50,2017
3,L,LAKE,multi-stim-multi-response,122,nlepstei,1,1905,word,50,2017
3,S,MASK,multi-stim-multi-response,123,nlepstei,1,2103,word,50,2017
3,N,CTNA,multi-stim-multi-response,124,nlepstei,1,2178,nonword,50,2017
3,A,EAMS,multi-stim-multi-response,125,nlepstei,1,2047,nonword,50,2017
3,N,CANT,multi-stim-multi-response,126,nlepstei,0,2299,word,50,2017
3,A,SAME,multi-stim-multi-response,127,nlepstei,1,1886,word,50,2017
3,L,EAL,multi-stim-multi-response,128,nlepstei,1,1787,word,50,2017
3,R,BOAR,multi-stim-multi-response,129,nlepstei,0,3589,word,50,2017
3,G,GONE,multi-stim-multi-response,130,nlepstei,0,2247,word,50,2017
3,P,SPIN,multi-stim-multi-response,131,nlepstei,1,2628,word,50,2017
NULL,NULL,NULL,text,132,nlepstei,NULL,NULL,NULL,NULL,2017
4,C,CENO,multi-stim-multi-response,133,nlepstei,1,1983,nonword,50,2017
4,L,EAL,multi-stim-multi-response,134,nlepstei,1,2036,word,50,2017
4,S,MASK,multi-stim-multi-response,135,nlepstei,1,2486,word,50,2017
4,R,MARK,multi-stim-multi-response,136,nlepstei,0,1902,word,50,2017
4,P,SPIN,multi-stim-multi-response,137,nlepstei,1,2726,word,50,2017
4,K,NKIS,multi-stim-multi-response,138,nlepstei,1,3667,nonword,50,2017
4,T,ABOT,multi-stim-multi-response,139,nlepstei,1,2455,nonword,50,2017
4,A,SAME,multi-stim-multi-response,140,nlepstei,1,3865,word,50,2017
4,L,LAKE,multi-stim-multi-response,141,nlepstei,1,2498,word,50,2017
4,S,KASM,multi-stim-multi-response,142,nlepstei,1,3229,nonword,50,2017
4,A,EAMS,multi-stim-multi-response,143,nlepstei,0,2696,nonword,50,2017
4,L,ERAL,multi-stim-multi-response,144,nlepstei,1,1933,nonword,50,2017
4,T,TKEA,multi-stim-multi-response,145,nlepstei,1,2401,nonword,50,2017
4,R,KARM,multi-stim-multi-response,146,nlepstei,0,1933,nonword,50,2017
4,G,GONE,multi-stim-multi-response,147,nlepstei,1,2364,word,50,2017
4,R,ABOR,multi-stim-multi-response,148,nlepstei,1,4031,nonword,50,2017
4,R,CTRA,multi-stim-multi-response,149,nlepstei,1,2180,nonword,50,2017
4,T,TAKE,multi-stim-multi-response,150,nlepstei,0,2107,word,50,2017
4,D,ERAD,multi-stim-multi-response,151,nlepstei,0,2936,nonword,50,2017
4,N,CTNA,multi-stim-multi-response,152,nlepstei,1,2348,nonword,50,2017
4,G,GENO,multi-stim-multi-response,153,nlepstei,0,2624,nonword,50,2017
4,C,CONE,multi-stim-multi-response,154,nlepstei,1,2821,word,50,2017
4,O,SOME,multi-stim-multi-response,155,nlepstei,0,2195,word,50,2017
4,T,BOAT,multi-stim-multi-response,156,nlepstei,1,2306,word,50,2017
4,R,BOAR,multi-stim-multi-response,157,nlepstei,0,1792,word,50,2017
4,R,CART,multi-stim-multi-response,158,nlepstei,0,2506,word,50,2017
4,L,LKEA,multi-stim-multi-response,159,nlepstei,1,2216,nonword,50,2017
4,O,EOMS,multi-stim-multi-response,160,nlepstei,0,2616,nonword,50,2017
4,K,SKIN,multi-stim-multi-response,161,nlepstei,0,2685,word,50,2017
4,D,READ,multi-stim-multi-response,162,nlepstei,1,2078,word,50,2017
4,P,NPIS,multi-stim-multi-response,163,nlepstei,1,2282,nonword,50,2017
4,N,CANT,multi-stim-multi-response,164,nlepstei,1,2064,word,50,2017
NULL,NULL,NULL,text,165,nlepstei,NULL,NULL,NULL,NULL,2017
5,N,CTNA,multi-stim-multi-response,166,nlepstei,1,4078,nonword,50,2017
5,C,CONE,multi-stim-multi-response,167,nlepstei,1,2233,word,50,2017
5,O,SOME,multi-stim-multi-response,168,nlepstei,1,2761,word,50,2017
5,R,KARM,multi-stim-multi-response,169,nlepstei,0,3738,nonword,50,2017
5,D,READ,multi-stim-multi-response,170,nlepstei,1,2476,word,50,2017
5,S,KASM,multi-stim-multi-response,171,nlepstei,0,3293,nonword,50,2017
5,T,BOAT,multi-stim-multi-response,172,nlepstei,1,2888,word,50,2017
5,L,ERAL,multi-stim-multi-response,173,nlepstei,0,2218,nonword,50,2017
5,P,NPIS,multi-stim-multi-response,174,nlepstei,1,1944,nonword,50,2017
5,G,GENO,multi-stim-multi-response,175,nlepstei,0,2139,nonword,50,2017
5,P,SPIN,multi-stim-multi-response,176,nlepstei,1,2255,word,50,2017
5,K,NKIS,multi-stim-multi-response,177,nlepstei,1,3090,nonword,50,2017
5,L,LAKE,multi-stim-multi-response,178,nlepstei,1,2499,word,50,2017
5,O,EOMS,multi-stim-multi-response,179,nlepstei,1,2231,nonword,50,2017
5,L,LKEA,multi-stim-multi-response,180,nlepstei,1,2039,nonword,50,2017
5,C,CENO,multi-stim-multi-response,181,nlepstei,1,2020,nonword,50,2017
5,R,MARK,multi-stim-multi-response,182,nlepstei,1,2635,word,50,2017
5,T,ABOT,multi-stim-multi-response,183,nlepstei,1,2116,nonword,50,2017
5,A,SAME,multi-stim-multi-response,184,nlepstei,1,3237,word,50,2017
5,R,CTRA,multi-stim-multi-response,185,nlepstei,0,2558,nonword,50,2017
5,R,ABOR,multi-stim-multi-response,186,nlepstei,0,2417,nonword,50,2017
5,D,ERAD,multi-stim-multi-response,187,nlepstei,0,2762,nonword,50,2017
5,A,EAMS,multi-stim-multi-response,188,nlepstei,1,11439,nonword,50,2017
5,R,BOAR,multi-stim-multi-response,189,nlepstei,0,10504,word,50,2017
5,T,TKEA,multi-stim-multi-response,190,nlepstei,1,2048,nonword,50,2017
5,S,MASK,multi-stim-multi-response,191,nlepstei,1,2556,word,50,2017
5,R,CART,multi-stim-multi-response,192,nlepstei,0,2349,word,50,2017
5,K,SKIN,multi-stim-multi-response,193,nlepstei,0,2521,word,50,2017
5,G,GONE,multi-stim-multi-response,194,nlepstei,0,1888,word,50,2017
5,N,CANT,multi-stim-multi-response,195,nlepstei,0,2154,word,50,2017
5,T,TAKE,multi-stim-multi-response,196,nlepstei,1,2464,word,50,2017
5,L,EAL,multi-stim-multi-response,197,nlepstei,0,1969,word,50,2017
NULL,NULL,NULL,text,198,nlepstei,NULL,NULL,NULL,NULL,2017
NULL,NULL,NULL,text,0,saaltman,NULL,NULL,NULL,NULL,2017
0,N,CANT,multi-stim-multi-response,1,saaltman,1,2184,word,32,2017
0,T,ABOT,multi-stim-multi-response,2,saaltman,1,3541,nonword,32,2017
0,R,CART,multi-stim-multi-response,3,saaltman,1,2447,word,32,2017
0,O,SOME,multi-stim-multi-response,4,saaltman,1,2377,word,32,2017
0,G,GONE,multi-stim-multi-response,5,saaltman,1,2284,word,32,2017
0,K,SKIN,multi-stim-multi-response,6,saaltman,1,2524,word,32,2017
0,C,CONE,multi-stim-multi-response,7,saaltman,1,2832,word,32,2017
0,S,MASK,multi-stim-multi-response,8,saaltman,1,2332,word,32,2017
0,D,ERAD,multi-stim-multi-response,9,saaltman,1,2571,nonword,32,2017
0,R,KARM,multi-stim-multi-response,10,saaltman,1,2452,nonword,32,2017
0,P,SPIN,multi-stim-multi-response,11,saaltman,1,2176,word,32,2017
0,A,SAME,multi-stim-multi-response,12,saaltman,1,2447,word,32,2017
0,O,EOMS,multi-stim-multi-response,13,saaltman,0,2172,nonword,32,2017
0,K,NKIS,multi-stim-multi-response,14,saaltman,1,2532,nonword,32,2017
0,L,LAKE,multi-stim-multi-response,15,saaltman,1,2147,word,32,2017
0,G,GENO,multi-stim-multi-response,16,saaltman,1,2060,nonword,32,2017
0,L,LKEA,multi-stim-multi-response,17,saaltman,1,2097,nonword,32,2017
0,R,CTRA,multi-stim-multi-response,18,saaltman,1,2047,nonword,32,2017
0,P,NPIS,multi-stim-multi-response,19,saaltman,1,2881,nonword,32,2017
0,N,CTNA,multi-stim-multi-response,20,saaltman,1,2663,nonword,32,2017
0,T,TAKE,multi-stim-multi-response,21,saaltman,1,1935,word,32,2017
0,R,MARK,multi-stim-multi-response,22,saaltman,1,2577,word,32,2017
0,L,EAL,multi-stim-multi-response,23,saaltman,1,2149,word,32,2017
0,D,READ,multi-stim-multi-response,24,saaltman,1,2194,word,32,2017
0,L,ERAL,multi-stim-multi-response,25,saaltman,1,1666,nonword,32,2017
0,C,CENO,multi-stim-multi-response,26,saaltman,1,2127,nonword,32,2017
0,T,BOAT,multi-stim-multi-response,27,saaltman,1,1853,word,32,2017
0,A,EAMS,multi-stim-multi-response,28,saaltman,1,1985,nonword,32,2017
0,S,KASM,multi-stim-multi-response,29,saaltman,1,2012,nonword,32,2017
0,R,BOAR,multi-stim-multi-response,30,saaltman,1,1894,word,32,2017
0,R,ABOR,multi-stim-multi-response,31,saaltman,0,2122,nonword,32,2017
0,T,TKEA,multi-stim-multi-response,32,saaltman,0,2519,nonword,32,2017
NULL,NULL,NULL,text,33,saaltman,NULL,NULL,NULL,NULL,2017
1,S,KASM,multi-stim-multi-response,34,saaltman,1,2195,nonword,32,2017
1,K,SKIN,multi-stim-multi-response,35,saaltman,1,1906,word,32,2017
1,R,ABOR,multi-stim-multi-response,36,saaltman,0,1934,nonword,32,2017
1,L,EAL,multi-stim-multi-response,37,saaltman,1,1711,word,32,2017
1,N,CANT,multi-stim-multi-response,38,saaltman,1,1743,word,32,2017
1,T,TKEA,multi-stim-multi-response,39,saaltman,0,2582,nonword,32,2017
1,N,CTNA,multi-stim-multi-response,40,saaltman,1,2415,nonword,32,2017
1,G,GONE,multi-stim-multi-response,41,saaltman,1,1990,word,32,2017
1,R,MARK,multi-stim-multi-response,42,saaltman,1,1930,word,32,2017
1,R,KARM,multi-stim-multi-response,43,saaltman,1,1893,nonword,32,2017
1,O,EOMS,multi-stim-multi-response,44,saaltman,1,2043,nonword,32,2017
1,C,CONE,multi-stim-multi-response,45,saaltman,1,2059,word,32,2017
1,P,SPIN,multi-stim-multi-response,46,saaltman,0,2254,word,32,2017
1,O,SOME,multi-stim-multi-response,47,saaltman,1,1976,word,32,2017
1,R,BOAR,multi-stim-multi-response,48,saaltman,1,1790,word,32,2017
1,T,TAKE,multi-stim-multi-response,49,saaltman,1,1947,word,32,2017
1,P,NPIS,multi-stim-multi-response,50,saaltman,0,1690,nonword,32,2017
1,L,LAKE,multi-stim-multi-response,51,saaltman,1,1925,word,32,2017
1,G,GENO,multi-stim-multi-response,52,saaltman,1,1788,nonword,32,2017
1,L,ERAL,multi-stim-multi-response,53,saaltman,1,1963,nonword,32,2017
1,T,BOAT,multi-stim-multi-response,54,saaltman,1,1912,word,32,2017
1,T,ABOT,multi-stim-multi-response,55,saaltman,1,1903,nonword,32,2017
1,C,CENO,multi-stim-multi-response,56,saaltman,1,1877,nonword,32,2017
1,D,READ,multi-stim-multi-response,57,saaltman,1,1812,word,32,2017
1,A,EAMS,multi-stim-multi-response,58,saaltman,1,1986,nonword,32,2017
1,K,NKIS,multi-stim-multi-response,59,saaltman,1,2069,nonword,32,2017
1,A,SAME,multi-stim-multi-response,60,saaltman,1,2118,word,32,2017
1,R,CART,multi-stim-multi-response,61,saaltman,1,2034,word,32,2017
1,S,MASK,multi-stim-multi-response,62,saaltman,0,1947,word,32,2017
1,D,ERAD,multi-stim-multi-response,63,saaltman,1,2003,nonword,32,2017
1,R,CTRA,multi-stim-multi-response,64,saaltman,1,2088,nonword,32,2017
1,L,LKEA,multi-stim-multi-response,65,saaltman,1,2139,nonword,32,2017
NULL,NULL,NULL,text,66,saaltman,NULL,NULL,NULL,NULL,2017
2,S,KASM,multi-stim-multi-response,67,saaltman,1,1996,nonword,32,2017
2,R,CART,multi-stim-multi-response,68,saaltman,1,1856,word,32,2017
2,S,MASK,multi-stim-multi-response,69,saaltman,1,1866,word,32,2017
2,L,ERAL,multi-stim-multi-response,70,saaltman,1,1580,nonword,32,2017
2,T,BOAT,multi-stim-multi-response,71,saaltman,1,2274,word,32,2017
2,T,TKEA,multi-stim-multi-response,72,saaltman,0,2656,nonword,32,2017
2,K,NKIS,multi-stim-multi-response,73,saaltman,1,1946,nonword,32,2017
2,L,EAL,multi-stim-multi-response,74,saaltman,1,1641,word,32,2017
2,L,LAKE,multi-stim-multi-response,75,saaltman,1,2469,word,32,2017
2,R,ABOR,multi-stim-multi-response,76,saaltman,1,3208,nonword,32,2017
2,D,READ,multi-stim-multi-response,77,saaltman,1,1759,word,32,2017
2,P,NPIS,multi-stim-multi-response,78,saaltman,0,2623,nonword,32,2017
2,R,BOAR,multi-stim-multi-response,79,saaltman,1,1807,word,32,2017
2,O,SOME,multi-stim-multi-response,80,saaltman,1,2216,word,32,2017
2,N,CANT,multi-stim-multi-response,81,saaltman,1,2020,word,32,2017
2,A,EAMS,multi-stim-multi-response,82,saaltman,1,1867,nonword,32,2017
2,A,SAME,multi-stim-multi-response,83,saaltman,1,2986,word,32,2017
2,G,GONE,multi-stim-multi-response,84,saaltman,1,1972,word,32,2017
2,G,GENO,multi-stim-multi-response,85,saaltman,1,3511,nonword,32,2017
2,L,LKEA,multi-stim-multi-response,86,saaltman,1,1986,nonword,32,2017
2,T,ABOT,multi-stim-multi-response,87,saaltman,1,1973,nonword,32,2017
2,C,CENO,multi-stim-multi-response,88,saaltman,1,1862,nonword,32,2017
2,R,KARM,multi-stim-multi-response,89,saaltman,1,1910,nonword,32,2017
2,R,CTRA,multi-stim-multi-response,90,saaltman,1,2385,nonword,32,2017
2,R,MARK,multi-stim-multi-response,91,saaltman,1,2195,word,32,2017
2,P,SPIN,multi-stim-multi-response,92,saaltman,1,2022,word,32,2017
2,C,CONE,multi-stim-multi-response,93,saaltman,1,1972,word,32,2017
2,T,TAKE,multi-stim-multi-response,94,saaltman,1,2043,word,32,2017
2,K,SKIN,multi-stim-multi-response,95,saaltman,1,1717,word,32,2017
2,O,EOMS,multi-stim-multi-response,96,saaltman,1,2279,nonword,32,2017
2,N,CTNA,multi-stim-multi-response,97,saaltman,1,2206,nonword,32,2017
2,D,ERAD,multi-stim-multi-response,98,saaltman,1,1782,nonword,32,2017
NULL,NULL,NULL,text,99,saaltman,NULL,NULL,NULL,NULL,2017
3,R,KARM,multi-stim-multi-response,100,saaltman,1,1971,nonword,32,2017
3,N,CANT,multi-stim-multi-response,101,saaltman,1,1982,word,32,2017
3,L,LAKE,multi-stim-multi-response,102,saaltman,1,1808,word,32,2017
3,P,SPIN,multi-stim-multi-response,103,saaltman,1,1989,word,32,2017
3,S,MASK,multi-stim-multi-response,104,saaltman,1,1808,word,32,2017
3,T,TAKE,multi-stim-multi-response,105,saaltman,0,1944,word,32,2017
3,L,ERAL,multi-stim-multi-response,106,saaltman,1,2533,nonword,32,2017
3,P,NPIS,multi-stim-multi-response,107,saaltman,1,2143,nonword,32,2017
3,R,BOAR,multi-stim-multi-response,108,saaltman,1,1655,word,32,2017
3,D,READ,multi-stim-multi-response,109,saaltman,1,1674,word,32,2017
3,O,EOMS,multi-stim-multi-response,110,saaltman,1,2911,nonword,32,2017
3,T,ABOT,multi-stim-multi-response,111,saaltman,0,1991,nonword,32,2017
3,K,SKIN,multi-stim-multi-response,112,saaltman,1,1883,word,32,2017
3,G,GENO,multi-stim-multi-response,113,saaltman,1,1832,nonword,32,2017
3,D,ERAD,multi-stim-multi-response,114,saaltman,1,1669,nonword,32,2017
3,R,CART,multi-stim-multi-response,115,saaltman,1,1660,word,32,2017
3,G,GONE,multi-stim-multi-response,116,saaltman,0,1996,word,32,2017
3,L,LKEA,multi-stim-multi-response,117,saaltman,1,2012,nonword,32,2017
3,T,TKEA,multi-stim-multi-response,118,saaltman,1,1904,nonword,32,2017
3,C,CONE,multi-stim-multi-response,119,saaltman,1,1877,word,32,2017
3,R,ABOR,multi-stim-multi-response,120,saaltman,0,1984,nonword,32,2017
3,R,MARK,multi-stim-multi-response,121,saaltman,1,2060,word,32,2017
3,O,SOME,multi-stim-multi-response,122,saaltman,1,2286,word,32,2017
3,S,KASM,multi-stim-multi-response,123,saaltman,1,2096,nonword,32,2017
3,N,CTNA,multi-stim-multi-response,124,saaltman,1,2203,nonword,32,2017
3,T,BOAT,multi-stim-multi-response,125,saaltman,1,1791,word,32,2017
3,R,CTRA,multi-stim-multi-response,126,saaltman,0,2567,nonword,32,2017
3,A,EAMS,multi-stim-multi-response,127,saaltman,1,2002,nonword,32,2017
3,K,NKIS,multi-stim-multi-response,128,saaltman,1,2056,nonword,32,2017
3,C,CENO,multi-stim-multi-response,129,saaltman,1,2161,nonword,32,2017
3,A,SAME,multi-stim-multi-response,130,saaltman,1,3417,word,32,2017
3,L,EAL,multi-stim-multi-response,131,saaltman,1,2229,word,32,2017
NULL,NULL,NULL,text,132,saaltman,NULL,NULL,NULL,NULL,2017
4,L,LAKE,multi-stim-multi-response,133,saaltman,1,1914,word,32,2017
4,T,TKEA,multi-stim-multi-response,134,saaltman,1,1881,nonword,32,2017
4,T,BOAT,multi-stim-multi-response,135,saaltman,1,1753,word,32,2017
4,D,READ,multi-stim-multi-response,136,saaltman,1,1669,word,32,2017
4,O,SOME,multi-stim-multi-response,137,saaltman,1,1870,word,32,2017
4,N,CANT,multi-stim-multi-response,138,saaltman,1,1845,word,32,2017
4,C,CONE,multi-stim-multi-response,139,saaltman,1,1438,word,32,2017
4,D,ERAD,multi-stim-multi-response,140,saaltman,1,1761,nonword,32,2017
4,P,SPIN,multi-stim-multi-response,141,saaltman,1,1962,word,32,2017
4,L,EAL,multi-stim-multi-response,142,saaltman,1,1696,word,32,2017
4,K,SKIN,multi-stim-multi-response,143,saaltman,1,2088,word,32,2017
4,R,KARM,multi-stim-multi-response,144,saaltman,1,1883,nonword,32,2017
4,T,TAKE,multi-stim-multi-response,145,saaltman,1,2171,word,32,2017
4,K,NKIS,multi-stim-multi-response,146,saaltman,1,1802,nonword,32,2017
4,O,EOMS,multi-stim-multi-response,147,saaltman,1,2070,nonword,32,2017
4,A,EAMS,multi-stim-multi-response,148,saaltman,0,3131,nonword,32,2017
